Store,Date,Weekly_Sales
2,15-07-2011,1785187.29
2,22-07-2011,1743816.41
2,29-07-2011,1680693.06
2,5/8/2011,1876704.26
2,12/8/2011,1812768.26
2,19-08-2011,1844094.59
2,26-08-2011,1821139.91
2,2/9/2011,1809119.7
2,9/9/2011,1748000.65
2,16-09-2011,1691439.52
2,23-09-2011,1669299.78
2,30-09-2011,1650394.44
2,7/10/2011,1837553.43
2,14-10-2011,1743882.19
2,21-10-2011,1834680.25
2,28-10-2011,1769296.25
2,4/11/2011,1959707.9
2,11/11/2011,1920725.15
2,18-11-2011,1902762.5
2,25-11-2011,2614202.3
2,2/12/2011,1954952
2,9/12/2011,2290549.32
2,16-12-2011,2432736.52
2,23-12-2011,3224369.8
2,30-12-2011,1874226.52
2,6/1/2012,1799520.14
2,13-01-2012,1744725.48
2,20-01-2012,1711769.11
2,27-01-2012,1660906.14
2,3/2/2012,1935299.94
2,10/2/2012,2103322.68
2,17-02-2012,2196688.46
2,24-02-2012,1861802.7
2,2/3/2012,1952555.66
2,9/3/2012,1937628.26
2,16-03-2012,1976082.13
2,23-03-2012,1790439.16
2,30-03-2012,1857480.84
2,6/4/2012,2129035.91
2,13-04-2012,1935869.1
2,20-04-2012,1847344.45
2,27-04-2012,1764133.09
2,4/5/2012,1923957.09
2,11/5/2012,1917520.99
2,18-05-2012,2000940.67
2,25-05-2012,1912791.09
2,1/6/2012,1910092.37
2,8/6/2012,2010216.49
2,15-06-2012,1962924.3
2,22-06-2012,1887733.21
2,29-06-2012,1881046.12
2,6/7/2012,2041507.4
2,13-07-2012,1830075.13
2,20-07-2012,1819666.46
2,27-07-2012,1757923.88
2,3/8/2012,1946104.64
2,10/8/2012,1866719.96
2,17-08-2012,1928016.01
2,24-08-2012,1876788.15
2,31-08-2012,1947083.3
2,7/9/2012,1898777.07
2,14-09-2012,1814806.63
2,21-09-2012,1829415.67
2,28-09-2012,1746470.56
2,5/10/2012,1998321.04
2,12/10/2012,1900745.13
2,19-10-2012,1847990.41
2,26-10-2012,1834458.35
3,5/2/2010,461622.22
3,12/2/2010,420728.96
3,19-02-2010,421642.19
3,26-02-2010,407204.86
3,5/3/2010,415202.04
3,12/3/2010,384200.69
3,19-03-2010,375328.59
3,26-03-2010,359949.27
3,2/4/2010,423294.4
3,9/4/2010,415870.28
3,16-04-2010,354993.26
3,23-04-2010,339976.65
3,30-04-2010,361248.39
3,7/5/2010,399323.86
3,14-05-2010,384357.94
3,21-05-2010,343763.17
3,28-05-2010,350089.23
3,4/6/2010,396968.8
3,11/6/2010,355017.09
3,18-06-2010,364076.85
3,25-06-2010,357346.48
3,2/7/2010,381151.72
3,9/7/2010,349214.18
3,16-07-2010,352728.78
3,23-07-2010,352864.49
3,30-07-2010,347955.05
3,6/8/2010,402635.76
3,13-08-2010,339597.38
3,20-08-2010,351728.21
3,27-08-2010,362134.09
3,3/9/2010,366473.97
3,10/9/2010,352260.97
3,17-09-2010,363064.64
3,24-09-2010,355626.87
3,1/10/2010,358784.1
3,8/10/2010,395107.35
3,15-10-2010,345584.39
3,22-10-2010,348895.98
3,29-10-2010,348591.74
3,5/11/2010,423175.56
3,12/11/2010,386635.03
3,19-11-2010,372545.32
3,26-11-2010,565567.84
3,3/12/2010,476420.77
3,10/12/2010,467642.03
3,17-12-2010,498159.39
3,24-12-2010,605990.41
3,31-12-2010,382677.76
3,7/1/2011,378241.34
3,14-01-2011,381061.1
3,21-01-2011,350876.7
3,28-01-2011,364866.24
3,4/2/2011,438516.53
3,11/2/2011,430526.21
3,18-02-2011,432782.1
3,25-02-2011,397211.19
3,4/3/2011,437084.51
3,11/3/2011,404753.3
3,18-03-2011,392109.51
3,25-03-2011,380683.67
3,1/4/2011,374556.08
3,8/4/2011,384075.31
3,15-04-2011,366250.69
3,22-04-2011,391860.04
3,29-04-2011,367405.4
3,6/5/2011,413042.12
3,13-05-2011,386312.68
3,20-05-2011,364603.13
3,27-05-2011,369350.6
3,3/6/2011,394507.84
3,10/6/2011,391638.75
3,17-06-2011,403423.34
3,24-06-2011,385520.71
3,1/7/2011,368962.72
3,8/7/2011,395146.24
3,15-07-2011,373454.33
3,22-07-2011,360617.37
3,29-07-2011,345381.29
3,5/8/2011,409981.25
3,12/8/2011,380376.85
3,19-08-2011,379716.91
3,26-08-2011,366367.55
3,2/9/2011,375988.69
3,9/9/2011,377347.49
3,16-09-2011,375629.51
3,23-09-2011,365248.94
3,30-09-2011,368477.93
3,7/10/2011,403342.4
3,14-10-2011,368282.57
3,21-10-2011,394976.36
3,28-10-2011,389540.62
3,4/11/2011,459443.22
3,11/11/2011,407764.25
3,18-11-2011,398838.97
3,25-11-2011,556925.19
3,2/12/2011,472511.32
3,9/12/2011,468772.8
3,16-12-2011,510747.62
3,23-12-2011,551221.21
3,30-12-2011,410553.88
3,6/1/2012,398178.21
3,13-01-2012,367438.62
3,20-01-2012,365818.61
3,27-01-2012,349518.1
3,3/2/2012,424960.66
3,10/2/2012,473292.47
3,17-02-2012,475591.08
3,24-02-2012,418925.47
3,2/3/2012,469752.56
3,9/3/2012,445162.05
3,16-03-2012,411775.8
3,23-03-2012,413907.25
3,30-03-2012,407488.84
3,6/4/2012,503232.13
3,13-04-2012,420789.74
3,20-04-2012,434822.13
3,27-04-2012,394616.11
3,4/5/2012,439913.57
3,11/5/2012,431985.36
3,18-05-2012,418112.76
3,25-05-2012,413701.29
3,1/6/2012,432268.53
3,8/6/2012,446336.8
3,15-06-2012,442074.79
3,22-06-2012,419497.95
3,29-06-2012,422965.33
3,6/7/2012,411206.5
3,13-07-2012,416913.1
3,20-07-2012,432424.85
3,27-07-2012,389427.9
3,3/8/2012,419990.29
3,10/8/2012,391811.6
3,17-08-2012,394918.83
3,24-08-2012,412449.67
3,31-08-2012,408838.73
3,7/9/2012,408229.73
3,14-09-2012,407589.16
3,21-09-2012,414392.09
3,28-09-2012,389813.02
3,5/10/2012,443557.65
3,12/10/2012,410804.39
3,19-10-2012,424513.08
3,26-10-2012,405432.7
4,5/2/2010,2135143.87
4,12/2/2010,2188307.39
4,19-02-2010,2049860.26
4,26-02-2010,1925728.84
4,5/3/2010,1971057.44
4,12/3/2010,1894324.09
4,19-03-2010,1897429.36
4,26-03-2010,1762539.3
4,2/4/2010,1979247.12
4,9/4/2010,1818452.72
4,16-04-2010,1851519.69
4,23-04-2010,1802677.9
4,30-04-2010,1817273.28
4,7/5/2010,2000626.14
4,14-05-2010,1875597.28
4,21-05-2010,1903752.6
4,28-05-2010,1857533.7
4,4/6/2010,1903290.58
4,11/6/2010,1870619.23
4,18-06-2010,1929736.35
4,25-06-2010,1846651.95
4,2/7/2010,1881337.21
4,9/7/2010,1812208.22
4,16-07-2010,1898427.66
4,23-07-2010,1848426.78
4,30-07-2010,1796637.61
4,6/8/2010,1907638.58
4,13-08-2010,2007050.75
4,20-08-2010,1997181.09
4,27-08-2010,1848403.92
4,3/9/2010,1935857.58
4,10/9/2010,1865820.81
4,17-09-2010,1899959.61
4,24-09-2010,1810684.68
4,1/10/2010,1842821.02
4,8/10/2010,1951494.85
4,15-10-2010,1867345.09
4,22-10-2010,1927610.06
4,29-10-2010,1933333
4,5/11/2010,2013115.79
4,12/11/2010,1999794.26
4,19-11-2010,2097809.4
4,26-11-2010,2789469.45
4,3/12/2010,2102530.17
4,10/12/2010,2302504.86
4,17-12-2010,2740057.14
4,24-12-2010,3526713.39
4,31-12-2010,1794868.74
4,7/1/2011,1862476.27
4,14-01-2011,1865502.46
4,21-01-2011,1886393.94
4,28-01-2011,1814240.85
4,4/2/2011,2119086.04
4,11/2/2011,2187847.29
4,18-02-2011,2316495.56
4,25-02-2011,2078094.69
4,4/3/2011,2103455.75
4,11/3/2011,2039818.41
4,18-03-2011,2116475.38
4,25-03-2011,1944164.32
4,1/4/2011,1900246.47
4,8/4/2011,2074953.46
4,15-04-2011,1960587.76
4,22-04-2011,2220600.76
4,29-04-2011,1878167.44
4,6/5/2011,2063682.76
4,13-05-2011,2002362.37
4,20-05-2011,2015563.48
4,27-05-2011,1986597.95
4,3/6/2011,2065377.15
4,10/6/2011,2073951.38
4,17-06-2011,2141210.62
4,24-06-2011,2008344.92
4,1/7/2011,2051533.53
4,8/7/2011,2066541.86
4,15-07-2011,2049046.95
4,22-07-2011,2036231.39
4,29-07-2011,1989674.07
4,5/8/2011,2160057.39
4,12/8/2011,2105668.74
4,19-08-2011,2232892.1
4,26-08-2011,1988490.21
4,2/9/2011,2078420.31
4,9/9/2011,2093139.01
4,16-09-2011,2075577.33
4,23-09-2011,2031406.41
4,30-09-2011,1929486.63
4,7/10/2011,2166737.65
4,14-10-2011,2074548.85
4,21-10-2011,2207742.13
4,28-10-2011,2151659.59
4,4/11/2011,2281217.31
4,11/11/2011,2203028.96
4,18-11-2011,2243946.59
4,25-11-2011,3004702.33
4,2/12/2011,2180999.26
4,9/12/2011,2508955.24
4,16-12-2011,2771397.17
4,23-12-2011,3676388.98
4,30-12-2011,2007105.86
4,6/1/2012,2047766.07
4,13-01-2012,1941676.61
4,20-01-2012,2005097.76
4,27-01-2012,1928720.51
4,3/2/2012,2173373.91
4,10/2/2012,2374660.64
4,17-02-2012,2427640.17
4,24-02-2012,2226662.17
4,2/3/2012,2206319.9
4,9/3/2012,2202450.81
4,16-03-2012,2214967.44
4,23-03-2012,2091592.54
4,30-03-2012,2089381.77
4,6/4/2012,2470206.13
4,13-04-2012,2105301.39
4,20-04-2012,2144336.89
4,27-04-2012,2064065.66
4,4/5/2012,2196968.33
4,11/5/2012,2127661.17
4,18-05-2012,2207214.81
4,25-05-2012,2154137.67
4,1/6/2012,2179360.94
4,8/6/2012,2245257.18
4,15-06-2012,2234190.93
4,22-06-2012,2197299.65
4,29-06-2012,2128362.92
4,6/7/2012,2224499.28
4,13-07-2012,2100252.61
4,20-07-2012,2175563.69
4,27-07-2012,2048613.65
4,3/8/2012,2174514.13
4,10/8/2012,2193367.69
4,17-08-2012,2283540.3
4,24-08-2012,2125241.68
4,31-08-2012,2081181.35
4,7/9/2012,2125104.72
4,14-09-2012,2117854.6
4,21-09-2012,2119438.53
4,28-09-2012,2027620.23
4,5/10/2012,2209835.43
4,12/10/2012,2133026.07
4,19-10-2012,2097266.85
4,26-10-2012,2149594.46
5,5/2/2010,317173.1
5,12/2/2010,311825.7
5,19-02-2010,303447.57
5,26-02-2010,270281.63
5,5/3/2010,288855.71
5,12/3/2010,297293.59
5,19-03-2010,281706.41
5,26-03-2010,273282.97
5,2/4/2010,331406
5,9/4/2010,328020.49
5,16-04-2010,306858.69
5,23-04-2010,288839.73
5,30-04-2010,298697.84
5,7/5/2010,333522.6
5,14-05-2010,296673.77
5,21-05-2010,301615.49
5,28-05-2010,310013.11
5,4/6/2010,337825.89
5,11/6/2010,296641.91
5,18-06-2010,313795.6
5,25-06-2010,295257.3
5,2/7/2010,305993.27
5,9/7/2010,291808.87
5,16-07-2010,280701.7
5,23-07-2010,274742.63
5,30-07-2010,268929.03
5,6/8/2010,303043.02
5,13-08-2010,286477.35
5,20-08-2010,287205.38
5,27-08-2010,288519.75
5,3/9/2010,323798
5,10/9/2010,306533.08
5,17-09-2010,282558.65
5,24-09-2010,293131.58
5,1/10/2010,283178.12
5,8/10/2010,290494.85
5,15-10-2010,280681.2
5,22-10-2010,284988.27
5,29-10-2010,278031.81
5,5/11/2010,325310.3
5,12/11/2010,301827.36
5,19-11-2010,297384.81
5,26-11-2010,488362.61
5,3/12/2010,344490.88
5,10/12/2010,352811.53
5,17-12-2010,367801.19
5,24-12-2010,466010.25
5,31-12-2010,298180.18
5,7/1/2011,286347.26
5,14-01-2011,260636.71
5,21-01-2011,275313.34
5,28-01-2011,279088.39
5,4/2/2011,329613.2
5,11/2/2011,311590.54
5,18-02-2011,356622.61
5,25-02-2011,294659.5
5,4/3/2011,329033.66
5,11/3/2011,293098.1
5,18-03-2011,312177.67
5,25-03-2011,294732.5
5,1/4/2011,314316.55
5,8/4/2011,307333.62
5,15-04-2011,307913.58
5,22-04-2011,328415.44
5,29-04-2011,307291.56
5,6/5/2011,322904.68
5,13-05-2011,290930.01
5,20-05-2011,299614.33
5,27-05-2011,297149.69
5,3/6/2011,329183.92
5,10/6/2011,304984.14
5,17-06-2011,304811.82
5,24-06-2011,302881.64
5,1/7/2011,327093.89
5,8/7/2011,310804.93
5,15-07-2011,283248.62
5,22-07-2011,292539.73
5,29-07-2011,275142.17
5,5/8/2011,317738.56
5,12/8/2011,289886.16
5,19-08-2011,303643.84
5,26-08-2011,310338.17
5,2/9/2011,315645.53
5,9/9/2011,321110.22
5,16-09-2011,278529.71
5,23-09-2011,291024.98
5,30-09-2011,292315.38
5,7/10/2011,309111.47
5,14-10-2011,286117.72
5,21-10-2011,306069.18
5,28-10-2011,307035.11
5,4/11/2011,353652.23
5,11/11/2011,311906.7
5,18-11-2011,307944.37
5,25-11-2011,507900.07
5,2/12/2011,376225.61
5,9/12/2011,367433.77
5,16-12-2011,379530.3
5,23-12-2011,458562.24
5,30-12-2011,349624.88
5,6/1/2012,312078.71
5,13-01-2012,291454.52
5,20-01-2012,287523.98
5,27-01-2012,295974.22
5,3/2/2012,333948
5,10/2/2012,349239.88
5,17-02-2012,356427.98
5,24-02-2012,312220.47
5,2/3/2012,359206.21
5,9/3/2012,347295.6
5,16-03-2012,339392.54
5,23-03-2012,321299.99
5,30-03-2012,331318.73
5,6/4/2012,402985.7
5,13-04-2012,351832.03
5,20-04-2012,330063.06
5,27-04-2012,324839.74
5,4/5/2012,360932.69
5,11/5/2012,333870.52
5,18-05-2012,336189.66
5,25-05-2012,341994.48
5,1/6/2012,359867.8
5,8/6/2012,341704.59
5,15-06-2012,327383.64
5,22-06-2012,325041.68
5,29-06-2012,329658.1
5,6/7/2012,341214.43
5,13-07-2012,316203.64
5,20-07-2012,321205.12
5,27-07-2012,306827.36
5,3/8/2012,324195.17
5,10/8/2012,306759.7
5,17-08-2012,314014.18
5,24-08-2012,320831.36
5,31-08-2012,344642.01
5,7/9/2012,350648.91
5,14-09-2012,299800.67
5,21-09-2012,307306.76
5,28-09-2012,310141.68
5,5/10/2012,343048.29
5,12/10/2012,325345.41
5,19-10-2012,313358.15
5,26-10-2012,319550.77
6,5/2/2010,1652635.1
6,12/2/2010,1606283.86
6,19-02-2010,1567138.07
6,26-02-2010,1432953.21
6,5/3/2010,1601348.82
6,12/3/2010,1558621.36
6,19-03-2010,1693058.91
6,26-03-2010,1472033.38
6,2/4/2010,1770333.9
6,9/4/2010,1667181.82
6,16-04-2010,1519846.36
6,23-04-2010,1540435.99
6,30-04-2010,1498080.16
6,7/5/2010,1619920.04
6,14-05-2010,1524059.4
6,21-05-2010,1531938.44
6,28-05-2010,1644470.66
6,4/6/2010,1857380.09
6,11/6/2010,1685652.35
6,18-06-2010,1677248.24
6,25-06-2010,1640681.88
6,2/7/2010,1759777.25
6,9/7/2010,1690317.99
6,16-07-2010,1560120.8
6,23-07-2010,1585240.92
6,30-07-2010,1532308.78
6,6/8/2010,1633241.59
6,13-08-2010,1547654.98
6,20-08-2010,1539930.5
6,27-08-2010,1450766.12
6,3/9/2010,1510925.32
6,10/9/2010,1424225.44
6,17-09-2010,1308537.75
6,24-09-2010,1275591.84
6,1/10/2010,1328468.89
6,8/10/2010,1360317.9
6,15-10-2010,1344580.92
6,22-10-2010,1332716.53
6,29-10-2010,1385323.7
6,5/11/2010,1505442.15
6,12/11/2010,1495536.46
6,19-11-2010,1518841.45
6,26-11-2010,2267452.4
6,3/12/2010,1677067.24
6,10/12/2010,1834737.58
6,17-12-2010,2090268.95
6,24-12-2010,2727575.18
6,31-12-2010,1464050.02
6,7/1/2011,1350441.68
6,14-01-2011,1306194.55
6,21-01-2011,1261253.18
6,28-01-2011,1287034.7
6,4/2/2011,1514999.17
6,11/2/2011,1486920.17
6,18-02-2011,1572117.54
6,25-02-2011,1422600.43
6,4/3/2011,1502617.99
6,11/3/2011,1494497.39
6,18-03-2011,1685375.47
6,25-03-2011,1438465.81
6,1/4/2011,1459276.77
6,8/4/2011,1534594
6,15-04-2011,1448797.02
6,22-04-2011,1639358.93
6,29-04-2011,1479249.9
6,6/5/2011,1504651.57
6,13-05-2011,1453185.65
6,20-05-2011,1382783.83
6,27-05-2011,1523979.11
6,3/6/2011,1705506.29
6,10/6/2011,1598643.65
6,17-06-2011,1622150.33
6,24-06-2011,1543365.9
6,1/7/2011,1694551.15
6,8/7/2011,1709373.62
6,15-07-2011,1526801.24
6,22-07-2011,1526506.08
6,29-07-2011,1483991.05
6,5/8/2011,1601584.57
6,12/8/2011,1484995.38
6,19-08-2011,1493544.04
6,26-08-2011,1420405.41
6,2/9/2011,1481618.74
6,9/9/2011,1483574.38
6,16-09-2011,1351407.79
6,23-09-2011,1336044.75
6,30-09-2011,1307551.92
6,7/10/2011,1481739.2
6,14-10-2011,1386520.99
6,21-10-2011,1417922.37
6,28-10-2011,1419445.12
6,4/11/2011,1523420.38
6,11/11/2011,1536176.54
6,18-11-2011,1524390.07
6,25-11-2011,2249811.55
6,2/12/2011,1688531.34
6,9/12/2011,1903385.14
6,16-12-2011,2034695.56
6,23-12-2011,2644633.02
6,30-12-2011,1598080.52
6,6/1/2012,1395339.71
6,13-01-2012,1344243.17
6,20-01-2012,1326255.7
6,27-01-2012,1315610.66
6,3/2/2012,1496305.78
6,10/2/2012,1620603.92
6,17-02-2012,1632616.09
6,24-02-2012,1465187.71
6,2/3/2012,1550385.65
6,9/3/2012,1569304.4
6,16-03-2012,1748010.29
6,23-03-2012,1495143.62
6,30-03-2012,1508933.26
6,6/4/2012,1840131.19
6,13-04-2012,1616394.45
6,20-04-2012,1456073.24
6,27-04-2012,1456221.1
6,4/5/2012,1543461.12
6,11/5/2012,1517075.67
6,18-05-2012,1513635.64
6,25-05-2012,1603793.42
6,1/6/2012,1681121.38
6,8/6/2012,1696619.52
6,15-06-2012,1642247.48
6,22-06-2012,1618272.25
6,29-06-2012,1648863.46
6,6/7/2012,1876359.39
6,13-07-2012,1588142.26
6,20-07-2012,1574361.97
6,27-07-2012,1513229.16
6,3/8/2012,1627274.93
6,10/8/2012,1588380.73
6,17-08-2012,1543049.52
6,24-08-2012,1501095.49
6,31-08-2012,1577439.81
6,7/9/2012,1608077.01
6,14-09-2012,1375166.86
6,21-09-2012,1425603.65
6,28-09-2012,1369131.46
6,5/10/2012,1518177.71
6,12/10/2012,1459396.84
6,19-10-2012,1436883.99
6,26-10-2012,1431426.34
7,5/2/2010,496725.44
7,12/2/2010,524104.92
7,19-02-2010,506760.54
7,26-02-2010,496083.24
7,5/3/2010,491419.55
7,12/3/2010,480452.1
7,19-03-2010,574450.23
7,26-03-2010,514731.6
7,2/4/2010,561145.14
7,9/4/2010,484263.25
7,16-04-2010,406228.19
7,23-04-2010,404751.25
7,30-04-2010,373655.61
7,7/5/2010,395453.83
7,14-05-2010,372673.61
7,21-05-2010,395195.65
7,28-05-2010,442734.55
7,4/6/2010,509183.22
7,11/6/2010,498580.87
7,18-06-2010,481144.09
7,25-06-2010,553714.87
7,2/7/2010,575570.77
7,9/7/2010,593462.34
7,16-07-2010,557166.35
7,23-07-2010,570231.21
7,30-07-2010,603547.16
7,6/8/2010,643854.17
7,13-08-2010,598185.4
7,20-08-2010,582353.17
7,27-08-2010,554309.24
7,3/9/2010,532765.05
7,10/9/2010,535769.32
7,17-09-2010,489408.53
7,24-09-2010,488008.83
7,1/10/2010,448998.73
7,8/10/2010,480239.88
7,15-10-2010,463370.48
7,22-10-2010,472450.81
7,29-10-2010,465493.15
7,5/11/2010,480512.44
7,12/11/2010,507584.29
7,19-11-2010,482528.36
7,26-11-2010,835189.26
7,3/12/2010,552811.62
7,10/12/2010,599730.07
7,17-12-2010,716388.81
7,24-12-2010,1045124.88
7,31-12-2010,729572.08
7,7/1/2011,661163.94
7,14-01-2011,547384.9
7,21-01-2011,521539.46
7,28-01-2011,513372.17
7,4/2/2011,558027.77
7,11/2/2011,559903.13
7,18-02-2011,572387.47
7,25-02-2011,546690.84
7,4/3/2011,551378.39
7,11/3/2011,558963.83
7,18-03-2011,635014.69
7,25-03-2011,559061.58
7,1/4/2011,513409.67
7,8/4/2011,500552.16
7,15-04-2011,423380.14
7,22-04-2011,466594.89
7,29-04-2011,410429.73
7,6/5/2011,407012.47
7,13-05-2011,414094.05
7,20-05-2011,424670.98
7,27-05-2011,457216.87
7,3/6/2011,542295.37
7,10/6/2011,621099.95
7,17-06-2011,610991.35
7,24-06-2011,640043.97
7,1/7/2011,704344.21
7,8/7/2011,761793.94
7,15-07-2011,642748.21
7,22-07-2011,688043.96
7,29-07-2011,653382.62
7,5/8/2011,695392.84
7,12/8/2011,670670.46
7,19-08-2011,645156.21
7,26-08-2011,629994.47
7,2/9/2011,592355.24
7,9/9/2011,613135.23
7,16-09-2011,558981.45
7,23-09-2011,536144.81
7,30-09-2011,488880.26
7,7/10/2011,525866.36
7,14-10-2011,501959.19
7,21-10-2011,558691.43
7,28-10-2011,527339.52
7,4/11/2011,564536.01
7,11/11/2011,556015.59
7,18-11-2011,539826.56
7,25-11-2011,949075.87
7,2/12/2011,591907.88
7,9/12/2011,653845.45
7,16-12-2011,720242.19
7,23-12-2011,1059715.27
7,30-12-2011,815915.52
